State,Account Length,Area Code,Int'l Plan,VMail Plan,VMail Message,Phone,Day Mins,Eve Mins,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
DC,108,510,no,no,0,377-7177,138.6,172.3,122,23.56,117,14.65,231.6,92,10.42,9.8,3,2.65,1,0
TX,114,415,no,no,0,342-1099,84.7,249.9,118,14.4,86,21.24,193.4,95,8.7,14.5,8,3.92,1,0
UT,59,510,no,no,0,413-1269,155.2,235.3,79,26.38,123,20,169.4,80,7.62,8.7,4,2.35,1,0
MN,24,510,no,yes,25,396-4460,164.9,209.3,110,28.03,105,17.79,231.2,55,10.4,6.7,9,1.81,1,0
IL,151,408,no,no,0,334-2730,134.5,143.1,88,22.87,112,12.16,223.9,61,10.08,15.4,1,4.16,1,0
NM,117,415,no,no,0,340-3182,143.3,211.3,103,24.36,108,17.96,185.2,96,8.33,11.5,3,3.11,1,0
SC,78,510,no,no,0,377-8608,168.3,221.2,110,28.61,73,18.8,241,136,10.85,12.5,1,3.38,1,0
NC,155,408,no,no,0,417-3676,262.4,194.6,55,44.61,113,16.54,146.5,85,6.59,8.3,6,2.24,2,0
WV,114,510,no,yes,30,417-6774,206.2,260,79,35.05,91,22.1,291.6,83,13.12,11.4,6,3.08,1,0
RI,114,510,no,yes,28,411-9554,225.8,193,94,38.39,117,16.41,232.4,100,10.46,8.4,9,2.27,4,0
NH,119,408,no,no,0,420-3192,138.3,170.5,89,23.51,78,14.49,263.9,98,11.88,13.5,6,3.65,3,0
MO,64,510,no,yes,48,389-1475,94.4,136.2,104,16.05,101,11.58,147.4,89,6.63,4.5,4,1.22,0,0
MA,118,408,yes,no,0,343-7734,160,175.4,123,27.2,96,14.91,184.8,99,8.32,9.9,3,2.67,2,0
PA,101,415,no,no,0,410-3390,206.6,224.9,105,35.12,117,19.12,249.9,100,11.25,14.6,3,3.94,0,0
OK,117,415,no,no,0,344-6495,134.7,180,121,22.9,83,15.3,200.9,104,9.04,7.7,3,2.08,1,0
AL,49,415,no,yes,28,331-6229,214.4,235.2,78,36.45,100,19.99,206.2,107,9.28,8,13,2.16,3,0
WY,139,415,no,no,0,337-7501,192.8,234.4,104,32.78,96,19.92,203.2,101,9.14,13,3,3.51,3,0
PA,92,408,no,yes,28,339-9631,151.1,194.8,90,25.69,79,16.56,239.2,114,10.76,10,3,2.7,1,0
WA,83,415,no,no,0,369-4384,221.4,231.8,103,37.64,103,19.7,122.5,100,5.51,9.8,5,2.65,3,0
HI,148,510,yes,no,0,416-3915,218.9,208,88,37.21,85,17.68,203.3,99,9.15,11.1,4,3,0,0
AL,131,415,no,yes,25,361-7998,192.7,225.9,85,32.76,105,19.2,254.2,59,11.44,10.9,6,2.94,2,0
VT,146,510,yes,no,0,355-4842,204.4,219.1,135,34.75,90,18.62,222.7,114,10.02,10.5,6,2.84,3,0
MT,143,415,no,no,0,387-6440,172.3,174,97,29.29,108,14.79,188.2,119,8.47,13,4,3.51,2,0
MN,81,415,no,no,0,369-2625,198.4,210.9,93,33.73,108,17.93,193.3,71,8.7,10.4,6,2.81,2,0
AK,48,415,no,yes,37,389-7073,211.7,159.9,115,35.99,84,13.59,144.1,80,6.48,12.2,1,3.29,1,0
MI,86,415,no,yes,28,370-8463,221.6,288.4,74,37.67,100,24.51,240.3,105,10.81,9,2,2.43,1,0
DE,71,415,no,no,0,362-7318,197.9,181.5,108,33.64,109,15.43,281.4,56,12.66,6.7,5,1.81,3,0
SD,145,408,no,yes,24,412-1194,147.5,175.7,90,25.08,108,14.93,252.1,102,11.34,15.6,3,4.21,2,0
MI,137,510,no,no,0,355-9508,206.4,128,122,35.09,102,10.88,194.5,84,8.75,8.8,5,2.38,2,0
KS,137,408,no,no,0,352-8202,205.9,209.3,88,35,86,17.79,289.9,84,13.05,14.5,4,3.92,2,0
AL,167,510,no,no,0,335-5882,207.6,132.4,88,35.29,63,11.25,255.2,98,11.48,14.1,5,3.81,0,0
CT,199,415,no,yes,34,393-6733,230.6,219.4,121,39.2,99,18.65,299.3,94,13.47,8,2,2.16,0,0
NE,132,510,no,no,0,335-1838,99.5,129.1,110,16.92,80,10.97,125.1,124,5.63,9.7,3,2.62,0,0
WI,94,510,no,no,0,355-6930,177.1,194,112,30.11,112,16.49,146.7,108,6.6,5.9,4,1.59,1,0
WI,96,510,no,yes,18,343-2605,172.7,133.4,86,29.36,113,11.34,259.5,70,11.68,9.8,3,2.65,1,0
IN,166,510,no,no,0,350-6759,204.2,179.9,115,34.71,152,15.29,216.8,109,9.76,9.5,5,2.57,1,0
DC,74,415,no,no,0,371-1514,85.7,247.7,83,14.57,67,21.05,142.4,85,6.41,10.1,5,2.73,2,0
AR,36,415,no,no,0,346-9317,157.6,184.3,117,26.79,58,15.67,240.4,99,10.82,11.9,1,3.21,0,0
ME,113,415,no,no,0,398-4313,215.5,218.7,129,36.64,117,18.59,207.1,91,9.32,6.6,9,1.78,4,0
MN,94,415,no,no,0,412-4399,181.5,199.9,98,30.86,88,16.99,287.7,114,12.95,6.6,5,1.78,1,0
MD,67,415,no,no,0,330-1835,171.7,110.4,80,29.19,81,9.38,195.4,111,8.79,11.9,4,3.21,2,0
IA,158,415,no,no,0,360-6868,158,292.5,106,26.86,114,24.86,241.1,89,10.85,9.1,4,2.46,1,0
AZ,136,510,no,no,0,405-6641,92,253.6,117,15.64,77,21.56,214.1,90,9.63,10.3,10,2.78,1,0
MO,196,415,no,no,0,393-2373,234,249.5,109,39.78,114,21.21,173.1,70,7.79,9.1,5,2.46,2,0
RI,112,510,no,no,0,341-3464,194.4,190.3,101,33.05,82,16.18,183.4,107,8.25,11.4,2,3.08,0,0
SD,209,415,no,no,0,413-5310,227.2,258.4,128,38.62,92,21.96,183.5,74,8.26,8.9,4,2.4,3,0
TX,110,415,no,yes,38,399-8845,236.3,195.9,102,40.17,112,16.65,183.5,82,8.26,9.7,6,2.62,1,0
VA,16,510,no,no,0,368-2583,205.6,169.5,69,34.95,93,14.41,220.1,64,9.9,10.9,3,2.94,0,0
MA,73,408,no,no,0,360-6309,94.1,280.3,136,16,122,23.83,205,77,9.23,9.8,4,2.65,0,0
ID,128,408,no,no,0,359-5890,125.2,205.4,99,21.28,107,17.46,254.4,111,11.45,18.9,2,5.1,0,0
MA,39,408,no,no,0,332-2462,60.4,306.2,158,10.27,120,26.03,123.9,46,5.58,12.4,3,3.35,1,0
GA,103,415,no,yes,28,381-9196,121,270.4,105,20.57,100,22.98,160.5,76,7.22,7.7,4,2.08,2,0
RI,119,415,no,yes,29,329-3222,117.8,256.8,66,20.03,114,21.83,147.6,76,6.64,7.6,3,2.05,3,0
ID,173,510,no,yes,21,363-5819,232.4,211.9,96,39.51,118,18.01,273,102,12.29,5,5,1.35,3,0
MA,86,510,no,no,0,330-7483,176.3,259.2,79,29.97,97,22.03,287.4,78,12.93,6.2,3,1.67,0,0
WY,114,415,no,yes,32,403-7775,125.2,177.8,79,21.28,105,15.11,232.4,89,10.46,12.9,3,3.48,1,0
VA,104,408,no,no,0,360-2479,138.7,256.9,107,23.58,113,21.84,234.9,74,10.57,10,3,2.7,0,0
OR,148,415,no,no,0,394-3791,86.3,246.6,134,14.67,92,20.96,251.6,91,11.32,11.3,4,3.05,1,0
VA,129,408,no,no,0,384-2632,207,154.9,91,35.19,121,13.17,245.1,112,11.03,13.4,5,3.62,3,0
ME,100,510,no,yes,30,359-8466,58.8,219.5,104,10,107,18.66,152.3,118,6.85,7.1,3,1.92,0,0
AL,121,408,no,yes,35,331-8909,68.7,209.2,95,11.68,69,17.78,197.4,42,8.88,11.4,4,3.08,1,0
GA,143,408,no,yes,33,359-5160,239.2,235.5,109,40.66,112,20.02,156.3,95,7.03,9.5,4,2.57,1,0
IA,76,510,no,no,0,330-9833,198.3,217.1,130,33.71,86,18.45,188.4,96,8.48,12.5,3,3.38,0,0
AZ,158,510,no,no,0,362-2314,205.2,240.6,97,34.88,77,20.45,79.7,108,3.59,14.4,12,3.89,0,0
FL,116,510,no,no,0,338-8478,192.1,312.9,98,32.66,135,26.6,130.2,94,5.86,7.9,2,2.13,3,0
DE,108,510,no,no,0,365-8779,169.6,264.1,99,28.83,87,22.45,206.3,78,9.28,9.3,4,2.51,0,0
MT,66,510,no,no,0,407-2750,201.3,152.8,95,34.22,66,12.99,233.2,101,10.49,7.5,4,2.03,1,0
KY,151,408,no,yes,17,396-8265,214.7,138.5,97,36.5,90,11.77,169.1,44,7.61,8.6,4,2.32,1,0
SC,99,510,no,no,0,397-4304,169.2,271.5,70,28.76,77,23.08,170.2,104,7.66,10.6,2,2.86,0,0
WA,55,415,no,no,0,333-2611,194.1,176.6,121,33,110,15.01,302.8,136,13.63,7,7,1.89,2,0
OR,77,510,no,no,0,409-8814,233.8,266.5,104,39.75,94,22.65,212.7,104,9.57,7.6,3,2.05,2,0
AK,78,408,no,no,0,336-5406,225.1,199.2,67,38.27,127,16.93,175.5,102,7.9,14.6,2,3.94,0,0
MN,101,415,no,no,0,361-9923,183.9,255.9,115,31.26,101,21.75,275,145,12.38,10.8,11,2.92,1,0
IL,44,415,no,yes,34,350-6639,221.8,161.7,105,37.71,85,13.74,227.7,62,10.25,14,7,3.78,0,0
IN,98,408,no,yes,21,376-4300,64.6,176.1,98,10.98,86,14.97,244.8,84,11.02,0,0,0,2,0
SC,64,510,no,yes,37,349-6567,154.6,83.4,92,26.28,103,7.09,165.9,99,7.47,13.3,3,3.59,1,0
VA,141,415,no,no,0,333-7749,260.2,179.2,131,44.23,120,15.23,135,119,6.08,7.2,8,1.94,3,0
WI,81,415,no,yes,33,408-6089,161.6,123,117,27.47,90,10.46,261.3,101,11.76,12.2,5,3.29,1,0
VT,162,510,no,no,0,375-2165,220.6,155.2,117,37.5,121,13.19,186.7,89,8.4,10.5,11,2.84,1,0
AZ,83,415,no,yes,41,400-6999,155.9,162.3,122,26.5,107,13.8,127.6,105,5.74,13.1,5,3.54,3,0
AK,59,510,no,no,0,366-5241,182.5,204.7,104,31.03,95,17.4,229.9,100,10.35,11.3,8,3.05,4,0
AR,179,415,yes,yes,38,413-3412,220.1,234.3,78,37.42,71,19.92,237.3,85,10.68,10.1,4,2.73,4,0
AR,79,408,no,no,0,406-2752,152.2,177.2,112,25.87,132,15.06,96.4,87,4.34,5.3,3,1.43,1,0
AK,117,415,no,no,0,337-8078,181.5,205.1,95,30.86,88,17.43,204,82,9.18,14.7,9,3.97,2,0
ME,31,415,no,no,0,371-7917,166.1,79.3,105,28.24,93,6.74,213.7,98,9.62,12.7,2,3.43,1,0
CA,124,408,yes,no,0,343-6374,244.6,188.8,89,41.58,80,16.05,206,114,9.27,11.3,4,3.05,1,0
NM,122,408,no,yes,23,385-8730,134.2,227.3,85,22.81,132,19.32,122.4,96,5.51,8.5,2,2.3,2,0
NE,37,408,yes,yes,39,393-7892,149.7,211.1,122,25.45,75,17.94,114.3,90,5.14,9.2,4,2.48,1,0
SC,90,408,no,yes,29,407-6748,150.1,264.7,109,25.52,103,22.5,178.4,97,8.03,5.8,4,1.57,1,0
DE,148,415,no,no,0,351-2587,124.4,179.7,83,21.15,81,15.27,253,99,11.39,11.3,6,3.05,0,0
OH,39,415,no,yes,36,421-9752,141.7,232.3,121,24.09,113,19.75,222.1,131,9.99,12,5,3.24,1,0
MS,77,408,no,no,0,356-4001,230,103.2,87,39.1,138,8.77,309.6,136,13.93,11.3,3,3.05,2,0
OK,194,408,no,no,0,328-9869,162.3,213.7,88,27.59,118,18.16,192.1,81,8.64,10.9,2,2.94,0,0
NC,112,415,no,no,0,334-1872,193.3,264.1,96,32.86,123,22.45,128.6,115,5.79,9.1,3,2.46,4,0
MD,45,415,no,no,0,350-1040,78.2,253.4,127,13.29,108,21.54,255,100,11.48,18,3,4.86,1,0
KS,132,415,no,no,0,369-3214,83.4,232.2,110,14.18,137,19.74,146.7,114,6.6,7.6,5,2.05,1,0
MA,128,415,no,no,0,385-6778,195.6,267.8,99,33.25,120,22.76,164.9,76,7.42,16,2,4.32,0,0
NC,135,415,no,no,0,383-7689,201.8,225,81,34.31,114,19.13,204.4,82,9.2,10.3,6,2.78,1,0
NM,56,408,no,no,0,385-5722,197,222.8,110,33.49,102,18.94,225.3,91,10.14,10.6,6,2.86,2,0
NY,32,415,no,no,0,364-3567,164.8,229.9,98,28.02,96,19.54,167.3,108,7.53,14.8,2,4,2,0
AZ,90,415,no,no,0,422-4241,179.2,210.7,77,30.46,99,17.91,276.9,58,12.46,9.2,6,2.48,2,0
SD,87,415,no,yes,21,370-2957,214,180,113,36.38,114,15.3,134.5,82,6.05,10.6,5,2.86,0,0
DC,138,415,no,no,0,329-6562,170.5,118.2,87,28.99,116,10.05,187.9,111,8.46,11.2,7,3.02,2,0
ND,79,408,no,no,0,363-3515,205.7,214.5,123,34.97,108,18.23,226.1,106,10.17,6.7,18,1.81,1,0
KS,127,415,no,no,0,345-2931,221,160.7,100,37.57,113,13.66,233.1,96,10.49,6.8,4,1.84,2,0
SD,137,510,no,no,0,373-5732,242.1,191,118,41.16,93,16.24,218.6,50,9.84,14.7,2,3.97,3,0
OK,97,415,no,no,0,348-7437,151.6,155.4,107,25.77,96,13.21,240,112,10.8,14.7,4,3.97,1,0
OR,149,415,yes,no,0,332-9460,176.2,145,87,29.95,81,12.33,249.5,92,11.23,5.7,4,1.54,0,0
IN,117,415,yes,yes,22,355-6531,196,322.7,82,33.32,82,27.43,225.6,120,10.15,3.7,5,1,1,0
OH,84,408,no,no,0,336-9390,159.5,247.1,125,27.12,90,21,187.9,82,8.46,7.2,4,1.94,2,0
KS,137,415,no,no,0,346-8581,230.2,220.4,113,39.13,79,18.73,204.7,111,9.21,10.7,7,2.89,4,0
CT,99,415,no,no,0,363-8824,146.7,274,64,24.94,99,23.29,321.3,98,14.46,8.9,1,2.4,3,0
NH,54,510,no,no,0,353-3351,210.5,204.5,102,35.79,83,17.38,127.8,53,5.75,8.5,5,2.3,1,0
WI,85,415,no,no,0,360-4320,102,270.2,95,17.34,139,22.97,148.2,105,6.67,10.7,3,2.89,1,0
MS,150,510,no,no,0,417-6252,126,238.5,99,21.42,73,20.27,285.1,100,12.83,10.2,6,2.75,3,0
WV,43,415,no,no,0,393-4949,168.4,243.8,125,28.63,89,20.72,214.7,102,9.66,11.1,2,3,1,0
MA,35,415,no,no,0,401-3156,105.6,258.2,129,17.95,129,21.95,213.1,77,9.59,8.7,3,2.35,0,0
MD,98,415,no,no,0,338-6283,206.5,176.2,92,35.11,152,14.98,232.8,115,10.48,12.4,5,3.35,5,0
PA,112,510,no,no,0,352-9017,217.1,205.2,76,36.91,100,17.44,185.7,91,8.36,9.4,3,2.54,2,0
TN,98,415,no,yes,22,376-9249,278.3,93.4,89,47.31,143,7.94,107.6,42,4.84,9.7,5,2.62,0,0
TX,84,408,no,no,0,339-7139,138.6,199,102,23.56,93,16.92,204.1,137,9.18,7.8,4,2.11,0,0
IL,84,510,no,no,0,378-1303,181.5,130.7,129,30.86,112,11.11,186.5,118,8.39,8.5,4,2.3,1,0
GA,98,415,no,yes,31,333-5430,121,218.9,105,20.57,98,18.61,226.7,110,10.2,12,1,3.24,1,0
ID,74,415,no,no,0,365-9696,221.1,110.8,124,37.59,94,9.42,240.1,112,10.8,10.6,3,2.86,0,0
UT,96,408,no,yes,26,410-4023,145.8,192.2,108,24.79,89,16.34,165.1,96,7.43,9.9,2,2.67,1,0
KY,119,510,no,no,0,411-7649,222.8,163.2,122,37.88,107,13.87,160.6,112,7.23,11.2,6,3.02,1,0
OH,73,415,no,no,0,338-4065,183.4,242,80,31.18,115,20.57,201.4,100,9.06,7.5,3,2.03,4,0
WI,92,415,yes,no,0,421-9401,264.3,160.9,91,44.93,115,13.68,198.6,73,8.94,9.3,5,2.51,0,0
IL,21,415,no,no,0,343-9658,146,109.7,78,24.82,79,9.32,247.4,108,11.13,6.8,7,1.84,0,0
RI,133,510,yes,no,0,349-4369,127.3,251.3,108,21.64,81,21.36,135,88,6.08,10.3,3,2.78,1,0
TX,145,415,no,no,0,351-4288,187.9,197,110,31.94,117,16.75,167,108,7.52,4.8,4,1.3,2,0
OR,25,408,no,no,0,422-5874,178.8,141.2,90,30.4,72,12,203,99,9.14,8.4,5,2.27,2,0
NV,64,415,no,no,0,396-2324,97.2,186.2,80,16.52,90,15.83,189,92,8.5,10.4,6,2.81,2,0
NE,85,415,no,no,0,416-5662,259.8,242.3,85,44.17,117,20.6,168.8,72,7.6,5.4,1,1.46,0,0
MS,126,415,no,no,0,363-9663,256.5,199.5,112,43.61,90,16.96,188.3,122,8.47,7,5,1.89,3,0
OR,76,415,no,no,0,410-9477,169.5,124,77,28.82,87,10.54,219.4,92,9.87,10,3,2.7,0,0
AZ,117,408,no,no,0,417-4404,239.9,174.8,84,40.78,106,14.86,209.5,93,9.43,9.8,2,2.65,0,0
SD,128,408,no,yes,34,372-8048,142.3,194.8,73,24.19,79,16.56,239.3,81,10.77,16,6,4.32,1,0
NV,115,415,no,no,0,356-3646,184.1,327,98,31.3,73,27.8,212.5,106,9.56,7.5,6,2.03,2,0
NM,141,415,no,yes,28,351-9604,206.9,264.4,126,35.17,126,22.47,171.8,124,7.73,9.3,11,2.51,2,0
MN,51,510,no,no,0,355-9581,259.9,176.2,114,44.18,94,14.98,77.2,112,3.47,15.3,1,4.13,1,0
NJ,100,415,no,no,0,396-5189,203.8,283.1,122,34.65,76,24.06,197.3,83,8.88,12.5,3,3.38,0,0
IN,96,415,no,yes,45,356-9187,248.8,140.3,124,42.3,77,11.93,263.6,102,11.86,10.3,2,2.78,3,0
DC,112,415,no,yes,16,394-5537,221.6,130.2,110,37.67,123,11.07,200,108,9,11.3,3,3.05,1,0
MA,129,510,yes,no,0,408-2712,192.9,185.5,131,32.79,101,15.77,205.2,130,9.23,10.9,4,2.94,1,0
ME,163,415,no,no,0,404-4486,122.4,113.4,129,20.81,108,9.64,180.2,97,8.11,12.5,7,3.38,1,0
NH,67,415,no,yes,40,355-1113,104.9,216.3,65,17.83,93,18.39,217.4,128,9.78,9.6,9,2.59,1,0
AZ,140,408,no,no,0,411-4674,173.2,196.8,91,29.44,106,16.73,209.3,128,9.42,11.2,5,3.02,3,0
OR,49,510,no,no,0,376-4519,119.4,273.3,69,20.3,92,23.23,214.4,153,9.65,12.4,7,3.35,2,0
NE,148,415,no,no,0,382-2879,178.3,282.6,98,30.31,110,24.02,181,98,8.15,11.4,4,3.08,1,0
MI,112,510,no,no,0,420-1383,243.4,182.1,77,41.38,97,15.48,259.2,94,11.66,12.8,2,3.46,1,0
SC,78,415,no,no,0,411-7390,155,175.3,106,26.35,101,14.9,155.6,125,7,11.8,5,3.19,2,0
PA,61,408,no,yes,31,383-8848,288.7,203.8,101,49.08,102,17.32,203.2,49,9.14,8.6,3,2.32,0,0
MT,58,510,no,yes,29,387-9301,240.4,118.9,80,40.87,91,10.11,164.2,108,7.39,11.2,3,3.02,1,0
NM,155,415,no,no,0,399-3164,190.3,301.3,123,32.35,96,25.61,214.6,134,9.66,8,3,2.16,1,0
WY,113,510,no,no,0,352-6573,155,330.6,93,26.35,106,28.1,189.4,123,8.52,13.5,3,3.65,1,0
MI,81,415,no,no,0,408-3384,153.5,197.6,99,26.1,102,16.8,198.5,86,8.93,6.3,2,1.7,2,0
AR,135,510,no,yes,27,419-6033,273.4,154,141,46.48,99,13.09,245.8,112,11.06,12.3,6,3.32,1,0
FL,99,408,no,no,0,336-2090,155.3,265.7,93,26.4,95,22.58,145.7,67,6.56,12.4,4,3.35,0,0
AR,59,510,no,yes,29,343-7242,133.1,221.2,114,22.63,82,18.8,131.6,103,5.92,6.8,3,1.84,1,0
MO,135,510,no,no,0,376-1713,246.8,187.8,129,41.96,121,15.96,154.5,109,6.95,12.6,5,3.4,1,0
WI,85,408,yes,no,0,381-5878,165.4,196,107,28.12,126,16.66,349.2,110,15.71,9.6,7,2.59,2,0
TX,70,510,no,no,0,390-5470,59.5,257.2,103,10.12,106,21.86,208.3,86,9.37,11.1,6,3,0,0
TX,88,510,no,no,0,414-4803,138.3,236,116,23.51,138,20.06,179.1,110,8.06,9.6,4,2.59,3,0
NM,55,510,no,no,0,382-5478,286.7,134.4,100,48.74,121,11.42,192.9,122,8.68,6.9,5,1.86,2,0
GA,75,415,no,no,0,333-7637,117.3,201.1,114,19.94,61,17.09,107.9,82,4.86,12.2,3,3.29,1,0
ID,79,510,no,yes,21,341-1647,264.3,202.8,79,44.93,118,17.24,173.4,92,7.8,6.3,3,1.7,4,0
AL,85,408,no,no,0,411-4232,127.9,271.2,107,21.74,124,23.05,202.2,76,9.1,12.5,5,3.38,0,0
KS,86,408,no,yes,23,339-2616,225.5,246.3,107,38.34,105,20.94,245.7,81,11.06,9.8,2,2.65,0,0
SD,91,510,no,no,0,327-3850,149,245.3,115,25.33,105,20.85,260,94,11.7,8.3,3,2.24,0,0
LA,149,415,no,yes,20,328-7209,198.9,274,77,33.81,88,23.29,190.7,76,8.58,14.3,9,3.86,1,0
AZ,60,415,no,no,0,366-2212,98.2,180.5,88,16.69,69,15.34,223.6,69,10.06,9.3,2,2.51,2,0
KY,54,408,no,no,0,356-1420,159.8,264,99,27.17,64,22.44,115.7,70,5.21,9.7,7,2.62,2,0
DC,11,415,no,yes,28,343-1323,190.6,220.1,86,32.4,122,18.71,180.3,80,8.11,6,3,1.62,3,0
WA,109,415,no,no,0,361-8239,184,120.4,120,31.28,119,10.23,153.7,86,6.92,11,3,2.97,0,0
UT,90,415,no,no,0,384-1621,261.8,220.6,128,44.51,104,18.75,136.6,91,6.15,9.6,5,2.59,1,0
RI,115,408,no,no,0,360-3525,147.9,228.4,109,25.14,117,19.41,299.7,90,13.49,9.6,9,2.59,3,0
OH,144,415,no,yes,18,392-3813,106.4,108.1,109,18.09,113,9.19,208.4,111,9.38,10.1,5,2.73,1,0
NV,91,408,no,no,0,337-6898,133.7,195.3,75,22.73,87,16.6,280.5,89,12.62,5.9,2,1.59,0,0
ND,105,415,no,yes,23,366-8036,193.5,220.2,85,32.9,90,18.72,272.4,111,12.26,8.5,5,2.3,0,0
MD,112,415,no,no,0,336-5702,170.4,200.2,103,28.97,71,17.02,258.3,100,11.62,11.6,4,3.13,1,0
AZ,86,415,no,yes,32,392-2381,70.9,166.7,163,12.05,121,14.17,244.9,105,11.02,11.1,5,3,3,0
AL,41,510,no,yes,34,369-6880,194.4,254.9,63,33.05,110,21.67,160.2,115,7.21,17.2,9,4.64,2,0
NE,44,415,no,no,0,416-8697,240.3,164.6,146,40.85,83,13.99,240.7,106,10.83,10.6,2,2.86,1,0
NV,78,408,no,no,0,345-3451,75,248.7,116,12.75,87,21.14,176,83,7.92,9.5,6,2.57,3,0
IL,149,408,no,no,0,379-2514,69.1,136.3,117,11.75,100,11.59,181.7,53,8.18,6.3,3,1.7,1,0
MI,139,415,no,yes,20,421-3528,214.6,235.1,101,36.48,132,19.98,162.8,132,7.33,14.8,12,4,0,0
AR,74,510,no,no,0,329-9046,148.5,146.5,111,25.25,42,12.45,289.2,83,13.01,9.9,6,2.67,3,0
UT,50,510,no,no,0,406-3890,258.1,161.4,106,43.88,106,13.72,225.1,110,10.13,11.7,5,3.16,1,0
GA,141,510,no,yes,23,403-8904,149.7,162.5,112,25.45,118,13.81,220.3,115,9.91,7.6,2,2.05,3,0
AZ,140,408,no,no,0,393-4086,149.8,164.4,134,25.47,98,13.97,294.7,124,13.26,8.1,2,2.19,1,0
ID,99,408,no,no,0,400-1367,190.4,158.1,102,32.37,107,13.44,271.5,92,12.22,11.2,4,3.02,2,0
HI,166,408,no,no,0,377-9473,181.4,253.8,108,30.84,54,21.57,112.3,94,5.05,11.6,6,3.13,1,0
NV,124,408,no,no,0,396-3068,151.1,187.4,123,25.69,104,15.93,255.4,93,11.49,5.3,3,1.43,1,0
MD,74,415,no,no,0,331-9293,155.7,173.7,116,26.47,63,14.76,257.4,97,11.58,8.1,4,2.19,0,0
GA,117,510,no,no,0,347-1914,149.9,256.1,95,25.48,110,21.77,212.7,92,9.57,13.3,13,3.59,2,0
GA,85,510,no,no,0,395-1962,222.3,231.5,132,37.79,101,19.68,223.5,75,10.06,11,2,2.97,3,0
UT,36,415,no,yes,16,401-5485,149.4,131.8,111,25.4,113,11.2,132.7,87,5.97,6.7,2,1.81,0,0
MA,102,510,yes,no,0,355-6560,233.8,221.6,103,39.75,131,18.84,146.9,106,6.61,12.8,3,3.46,0,0
IN,76,415,no,no,0,363-3911,204.2,292.6,100,34.71,139,24.87,244.3,105,10.99,10.5,2,2.84,0,0
VT,165,510,no,no,0,345-1998,242.9,209.8,126,41.29,65,17.83,228.4,126,10.28,0,0,0,1,0
IA,130,415,no,no,0,361-5277,150.4,230.5,119,25.57,99,19.59,186.3,76,8.38,12.3,4,3.32,1,0
IN,78,415,no,no,0,376-7145,208.9,252.4,119,35.51,132,21.45,280.2,120,12.61,12.8,7,3.46,0,0
RI,129,415,no,yes,33,366-7360,119.6,278.7,104,20.33,88,23.69,263.4,175,11.85,5.9,2,1.59,2,0
MD,18,408,no,no,0,347-7898,273.6,114.6,93,46.51,116,9.74,250.6,120,11.28,8.2,4,2.21,1,0
FL,161,415,yes,no,0,390-7328,156.1,180.3,114,26.54,63,15.33,179.6,115,8.08,11.1,9,3,2,0
CA,93,415,no,yes,36,356-5491,178.7,178.6,134,30.38,102,15.18,126.8,82,5.71,8,4,2.16,2,0
AL,144,415,no,no,0,373-3251,177.5,287.4,93,30.18,75,24.43,180.5,118,8.12,11.9,3,3.21,2,0
WV,95,415,no,no,0,378-8019,175.2,244.4,91,29.78,109,20.77,75.8,95,3.41,7.5,2,2.03,1,0
SD,126,415,no,yes,23,386-1548,114.3,190.3,102,19.43,103,16.18,240.4,111,10.82,12.6,7,3.4,3,0
FL,124,415,no,yes,28,397-1649,251.4,225.1,104,42.74,89,19.13,251.9,121,11.34,7.5,5,2.03,1,0
MI,109,415,yes,yes,26,402-9691,217.2,145.5,138,36.92,111,12.37,280.7,76,12.63,9.3,3,2.51,0,0
NM,80,510,no,no,0,334-9806,206.3,154.9,97,35.07,98,13.17,263.6,82,11.86,12.4,12,3.35,0,0
AK,41,415,no,no,0,378-7733,159.3,125.9,66,27.08,75,10.7,261.9,76,11.79,11.1,5,3,1,0
OH,136,415,no,yes,31,407-2248,143.1,236.6,88,24.33,65,20.11,227.8,120,10.25,11.4,5,3.08,2,0
KS,143,408,no,yes,24,407-2081,186.6,222,69,31.72,116,18.87,234.9,138,10.57,11.6,5,3.13,1,0
VT,193,408,no,yes,17,415-4857,124,202.9,102,21.08,81,17.25,205.1,129,9.23,12.3,3,3.32,1,0
NE,73,415,no,no,0,354-7314,198.3,279.3,94,33.71,101,23.74,146.2,87,6.58,14.8,8,4,3,0
VA,62,408,no,no,0,346-5611,172.8,204.8,101,29.38,97,17.41,240.8,90,10.84,9.1,8,2.46,2,0
DE,30,415,no,yes,30,349-4703,217.4,213.8,74,36.96,86,18.17,227.2,104,10.22,6.6,3,1.78,0,0
ID,148,510,no,yes,14,421-1469,93.6,193.8,137,15.91,72,16.47,144.9,84,6.52,17.5,5,4.73,1,0
MS,96,510,no,no,0,420-5990,98.2,307.2,100,16.69,88,26.11,182.5,120,8.21,7.6,1,2.05,2,0
OK,52,408,no,no,0,389-4780,214.7,158.6,68,36.5,138,13.48,123.4,114,5.55,9.4,4,2.54,2,0
NM,87,415,no,no,0,357-2735,168.2,224.7,92,28.59,100,19.1,169.5,99,7.63,12.9,3,3.48,1,0
WI,41,408,no,no,0,409-4791,202.9,153.8,97,34.49,104,13.07,113.5,92,5.11,9,3,2.43,3,0
